,abs_magnitude,danger
0,-1.299819644460391,0
1,-1.2455310649388251,0
2,-0.7811067719356348,0
3,-0.45515614070699745,0
4,-1.1705919221551495,0
5,-0.8691025934406509,0
6,-0.7931792542192243,0
7,-1.049455421820973,0
8,-1.1551405126657373,0
9,-1.142978493903566,0
10,-1.0309299109041061,0
11,-1.417738079000022,0
12,-0.07957081808709762,0
13,-1.3830442747107041,0
14,-1.1140773591122748,0
15,-1.31823576628141,0
16,-0.199497354260896,0
17,-1.3565424955250096,0
18,-1.3676393097732953,0
19,-1.130301834216878,0
20,-0.35989513056874245,0
21,-0.7272436257791066,0
22,-1.3859830811388452,0
23,-1.130301834216878,0
24,-1.288906496289595,0
25,-0.9243536020036398,0
26,1.679842013372867,0
27,-1.2455310649388251,0
28,-1.2400115909486036,0
29,-1.299819644460391,0
30,-0.45515614070699745,0
31,-1.2056831382513824,0
32,1.2520087135970424,0
33,1.8724790069735466,0
34,-1.3607903623908864,0
35,-1.2455310649388251,0
36,1.1545441099306795,0
37,-0.8999322279191386,0
38,-1.049455421820973,0
39,-1.2121381403992757,0
40,0.5366433795724087,0
41,-0.9476758224240188,0
42,-1.0840426163808603,0
43,-1.2860502332849715,0
44,-1.3787891786728361,0
45,1.8269954861055413,0
46,-1.3322627563555256,0
47,-1.182831612813986,0
48,-0.7272436257791066,0
49,-1.1705919221551495,0
50,-1.182831612813986,0
51,-1.0671471345597694,0
52,-1.0840426163808603,0
53,-1.3830442747107041,0
54,-1.011531319470625,0
55,-0.8999322279191386,0
56,-0.976432573476364,0
57,-1.2437081600306856,0
58,-1.3372260633845228,0
59,0.2733364721749353,0
60,0.6203973428587265,0
61,-0.5420352348701222,0
62,-1.2860502332849715,0
63,-1.2725255144276915,0
64,-1.2056831382513824,0
65,0.5827444460556125,0
66,-0.991218509138479,0
67,1.1545441099306795,0
68,-1.3565424955250096,0
69,-1.0309299109041061,0
70,0.19610932112488233,0
71,-0.6212699201688904,0
72,-1.0671471345597694,0
73,-1.38572202509535,0
74,-0.4086221344549493,0
75,-1.224525198563204,0
76,-1.0840426163808603,0
77,-1.3117766878860662,0
78,-1.0055353944131251,0
79,-1.0075432340867212,0
80,0.7176205433979768,0
81,-0.4086221344549493,0
82,-1.3438016496248646,0
83,-0.787170841982935,0
84,-0.6935327421913059,0
85,-0.35989513056874245,0
86,1.1426116297137048,0
87,-1.3391482548732152,0
88,0.4045413624474526,0
89,-1.1551405126657373,0
90,-1.2265239812143671,0
91,-0.5825645997084502,0
92,-1.1230288807433946,0
93,1.2769410165190451,0
94,-1.130301834216878,0
95,-1.2482341103771746,0
96,-0.9699484032523333,0
97,-0.4995956958374588,0
98,-0.9699484032523333,0
99,-1.3270655526032222,0
100,0.379198498002696,0
101,-1.011531319470625,0
102,-1.216343453356249,0
103,-1.1705919221551495,0
104,-0.6212699201688904,0
105,-1.2860502332849715,0
106,-1.2265239812143671,0
107,0.07271602459774693,0
108,1.679842013372867,0
109,-1.2937800788862375,0
110,-1.130301834216878,0
111,-0.9243536020036398,0
112,-0.4995956958374588,0
113,-1.1577754131142872,0
114,-0.5825645997084502,0
115,-0.9699484032523333,0
116,-1.3676393097732953,0
117,-0.6618366878080324,0
118,-1.0174450147524665,0
119,-1.1767822384023074,0
120,1.8269954861055413,0
121,-1.3482456051379106,0
122,-0.9243536020036398,0
123,-0.759437264282003,0
124,-1.308730814765884,0
125,-1.1402066926256549,0
126,0.1223579052208244,0
127,-0.8743598954118503,0
128,-1.0671471345597694,0
129,-0.2554435098530836,0
130,-1.1577754131142872,0
131,-0.07327965289364927,0
132,-1.2362462895211814,0
133,-1.3935073135354983,0
134,-1.253529484734504,0
135,-1.0671471345597694,0
136,-0.771905330522066,0
137,-0.4995956958374588,0
138,-0.199497354260896,0
139,1.1545441099306795,0
140,-1.3773042334438104,0
141,-1.2786751034416766,0
142,-0.5706012245900492,0
143,-1.2265239812143671,0
144,-0.199497354260896,0
145,-0.9243536020036398,0
146,-1.4066902971922508,0
147,-1.3569376213441617,0
148,-1.049455421820973,0
149,-1.1705919221551495,0
150,0.4388811041181603,0
151,-0.5825645997084502,0
152,-0.5825645997084502,0
153,-1.3935073135354983,0
154,-0.30887160176082223,0
155,-1.2455310649388251,0
156,-1.0840426163808603,0
157,0.9260289730278217,0
158,-0.8475823915653939,0
159,-0.991218509138479,0
160,-1.3438016496248646,0
161,-1.4002258468431343,0
162,1.8269954861055413,0
163,-1.2786751034416766,0
164,-1.0213422714755998,0
165,-1.3438016496248646,0
166,0.2733364721749353,0
167,-0.9314634233493266,0
168,-1.2056831382513824,0
169,-1.2543979133952379,0
170,-1.3438016496248646,0
171,0.2733364721749353,0
172,-1.3770031197524584,0
173,-1.2056831382513824,0
174,1.3660350989077616,0
175,-1.194520410964351,0
176,1.6228520799969082,0
